image_path,status,evaluation_status,expected_vehicle_type,predicted_vehicle_type,expected_split_tag,expected_view,expected_lighting,expected_distance_bucket,expected_occlusion,expected_scene,expected_plate_text,predicted_plate_text,expected_province,predicted_province,expected_combined_text,predicted_combined_text,expected_bbox,predicted_bbox,iou,detection_iou_at_0_5,plate_exact_match,province_exact_match,combined_exact_match,plate_cer,province_cer,combined_cer
car_image.jpg,success,evaluated,private_pickup,private_pickup,validation,rear,day,medium,none,street,ฒก 8534,ฒก 8534,กรุงเทพมหานคร,กรุงเทพมหานคร,ฒก 8534 กรุงเทพมหานคร,ฒก 8534 กรุงเทพมหานคร,"{'x1': 228, 'y1': 880, 'x2': 972, 'y2': 1074}","{'x1': 228, 'y1': 880, 'x2': 972, 'y2': 1074}",1.0,True,True,True,True,0.0,0.0,0.0
